emp_id,name,salary,address,loc,email
67,sanjay miller,46500,usa,,
68,laura wilson,29500,india,,
69,rohit singh,17000,india,,
70,john sharma,16000,usa,,
71,daniel moore,30000,india,,
72,daniel verma,33500,india,,
73,amit kumar,61500,india,,
74,meera sharma,89000,india,,
75,robert moore,50000,usa,,
76,sneha smith,40500,usa,,
77,susan reddy,95500,usa,,
78,emily smith,19000,india,,
79,emily patel,19000,india,,
80,daniel iyer,26500,usa,,
81,amit kumar,57000,usa,,
82,vikram miller,79500,usa,,
83,sarah,95000,usa,,
84,rahul reddy,43500,india,,
85,rahul taylor,29500,usa,,
86,rohit singh,53500,india,,
87,sanjay moore,72500,usa,,
88,neha verma,91000,usa,,
89,divya sharma,10000,usa,,
90,suresh iyer,30500,usa,,
91,laura davis,81500,india,,
92,anita verma,98000,india,,
93,kevin sharma,57000,india,,
94,karen reddy,15000,usa,,
95,linda sharma,55500,india,,
96,meera patel,55000,usa,,
97,kavita kumar,30500,india,,
98,robert,32500,usa,,
99,robert kumar,44000,india,,
100,rahul brown,14500,usa,,
101,deepak singh,68500,usa,,
102,asha kumar,38500,india,,
103,arjun brown,52000,usa,,
104,amit iyer,54500,usa,,
105,kevin smith,13500,india,,
106,sanjay nair,84000,usa,,
107,rinku patel,86000,usa,,
108,david smith,65500,india,,
109,james singh,42500,india,,
110,karen,76500,india,,
111,linda davis,18500,usa,,
112,john patel,48000,usa,,
113,robert smith,61500,usa,,
114,laura reddy,34500,usa,,
115,james nair,88500,usa,,
116,susan taylor,10000,usa,,
117,rohit singh,65000,usa,,
118,emily miller,66500,india,,
119,daniel wilson,31500,india,,
120,rohit moore,94500,usa,,
121,priya kumar,96000,usa,,
122,deepak singh,28500,india,,
123,rinku kumar,70500,india,,
124,emily davis,90500,india,,
125,james wilson,61000,india,,
126,kavita,23500,usa,,
127,deepak nair,99000,usa,,
128,neha taylor,41500,india,,
129,emily reddy,69000,usa,,
130,michael moore,64500,usa,,
131,vikram wilson,67500,usa,,
132,meera iyer,76500,usa,,
133,meera iyer,66000,india,,
134,rohit kumar,44500,usa,,
135,john taylor,20000,india,,
136,kavita kumar,59000,india,,
137,sneha verma,63000,usa,,
138,mary taylor,69500,usa,,
139,neha singh,63500,usa,,
140,rani brown,71000,india,,
141,david gupta,59500,usa,,
142,kevin taylor,87000,india,,
143,jessica kumar,44500,usa,,
144,jessica,59500,usa,,
145,susan nair,69500,india,,
146,kevin,60000,india,,
147,priya davis,27000,usa,,
148,pooja sharma,43000,usa,,
149,john singh,68000,usa,,
150,mary brown,45500,usa,,
151,sanjay verma,70000,india,,
152,kevin sharma,54500,india,,
153,amit sharma,13500,india,,
154,arjun,89500,india,,
155,meera reddy,70500,india,,
156,sneha miller,99500,usa,,
157,linda nair,87500,india,,
158,vikram gupta,23500,india,,
159,asha brown,60500,india,,
160,amit kumar,23000,usa,,
161,anita sharma,54000,usa,,
162,linda verma,74500,usa,,
163,manish davis,72500,india,,
164,karen johnson,91000,usa,,
165,kavita davis,32500,usa,,
166,kevin wilson,69500,usa,,
167,divya smith,41000,india,,
168,divya miller,41000,usa,,
169,james smith,13500,usa,,
170,john nair,72000,india,,
171,david iyer,53500,usa,,
172,divya taylor,11000,india,,
173,priya kumar,62000,usa,,
174,laura kumar,98000,usa,,
175,jessica miller,12000,india,,
176,rohit kumar,61500,india,,
177,asha johnson,70500,usa,,
178,karen taylor,52000,usa,,
179,emily iyer,49000,usa,,
180,deepak patel,34500,usa,,
181,anita taylor,98000,india,,
182,arjun singh,71500,usa,,
183,sarah gupta,22500,india,,
184,rohit kumar,56000,india,,
185,asha,78000,india,,
186,divya sharma,16500,usa,,
187,suresh wilson,23000,india,,
188,rohit wilson,71000,usa,,
189,mary nair,16500,usa,,
190,william patel,18000,usa,,
191,jessica verma,83500,india,,
192,kavita reddy,82000,usa,,
193,priya kumar,25000,usa,,
194,deepak moore,58500,usa,,
195,michael gupta,85000,usa,,
196,asha sharma,88000,india,,
197,sneha singh,43500,india,,
198,vikram kumar,32000,india,,
199,vikram,62000,usa,,
200,william gupta,14000,india,,
201,rohit gupta,99500,usa,,
202,amit kumar,43500,india,,
203,karen patel,79500,india,,
204,kavita iyer,28000,india,,
205,neha nair,49000,usa,,
206,michael patel,69500,usa,,
207,susan iyer,74000,usa,,
208,michael verma,86500,india,,
209,karen smith,87000,usa,,
210,rani verma,39000,india,,
211,divya sharma,32000,usa,,
212,sarah miller,45500,india,,
213,karen wilson,21500,usa,,
214,david davis,52500,usa,,
215,rahul nair,52000,usa,,
216,jessica gupta,94500,usa,,
217,laura sharma,68000,india,,
218,john iyer,51000,india,,
219,susan moore,10000,usa,,
220,robert sharma,34000,usa,,
221,jessica miller,16500,india,,
222,divya taylor,26500,usa,,
223,michael wilson,25500,india,,
224,meera nair,49500,india,,
225,laura davis,21500,india,,
226,anita miller,25000,india,,
227,jessica gupta,75000,usa,,
228,robert wilson,70000,india,,
229,emily taylor,28500,usa,,
230,arjun moore,27000,india,,
231,divya davis,53500,usa,,
232,manish gupta,48000,usa,,
233,kavita miller,78500,usa,,
234,david smith,80500,usa,,
235,emily smith,34000,india,,
236,james kumar,62500,india,,
237,john wilson,100000,usa,,
238,james reddy,73000,india,,
239,suresh moore,85500,usa,,
240,rahul miller,22500,usa,,
241,manish reddy,62000,india,,
242,amit wilson,43500,usa,,
243,susan verma,52000,usa,,
244,john wilson,79000,india,,
245,amit kumar,90500,usa,,
246,deepak verma,65500,india,,
247,rahul miller,31000,usa,,
248,rani sharma,51500,india,,
249,rohit johnson,57500,usa,,
250,kavita kumar,77500,usa,,
251,pooja nair,32000,india,,
252,james kumar,73500,india,,
253,deepak miller,91500,usa,,
254,emily iyer,95000,india,,
255,emily gupta,96500,india,,
256,amit miller,54000,usa,,
257,karen iyer,68000,usa,,
258,arjun brown,71500,india,,
259,meera brown,83000,usa,,
260,rohit gupta,12500,usa,,
261,divya,82000,india,,
262,jessica gupta,39000,usa,,
263,deepak singh,89000,usa,,
264,suresh patel,90000,india,,
265,asha miller,14000,usa,,
266,suresh verma,47500,usa,,
267,robert nair,35500,india,,
268,kevin johnson,77500,usa,,
269,vikram iyer,71500,usa,,
270,mary patel,69500,india,,
271,kavita kumar,96500,usa,,
272,laura johnson,21500,usa,,
273,manish iyer,78500,india,,
274,emily johnson,96000,usa,,
275,james johnson,23500,india,,
276,william,89000,usa,,
277,deepak verma,91000,usa,,
278,asha davis,24500,india,,
279,rinku sharma,48500,usa,,
280,anita patel,40000,india,,
281,james miller,57000,usa,,
282,kavita davis,93500,india,,
283,jessica davis,45500,india,,
284,linda singh,66500,usa,,
285,meera johnson,22500,usa,,
286,kevin johnson,17500,usa,,
287,divya singh,25500,usa,,
288,priya singh,92000,india,,
289,neha smith,41000,india,,
290,sneha verma,80500,india,,
291,sneha kumar,52000,india,,
292,manish iyer,28500,india,,
293,kevin iyer,32000,india,,
294,rani reddy,11500,usa,,
295,meera smith,12000,india,,
296,sanjay sharma,26000,usa,,
297,sarah patel,18000,usa,,
298,michael johnson,75500,india,,
299,michael moore,38000,india,,
300,sarah gupta,68500,india,,
301,neha wilson,61000,usa,,
302,rahul wilson,66500,india,,
303,priya smith,87500,india,,
304,amit reddy,45000,usa,,
305,james moore,47500,usa,,
306,daniel davis,22500,india,,
307,laura singh,65000,usa,,
308,deepak davis,53000,usa,,
309,susan davis,22000,usa,,
310,karen smith,95000,usa,,
311,linda reddy,97500,usa,,
312,amit verma,20500,india,,
313,karen patel,57500,india,,
314,laura sharma,85000,usa,,
315,anita davis,55000,usa,,
316,neha gupta,86500,usa,,
317,david patel,83500,india,,
318,kavita wilson,38500,india,,
319,david taylor,57000,india,,
320,divya kumar,64500,india,,
321,divya,33000,usa,,
322,asha smith,54500,india,,
323,pooja reddy,82000,usa,,
324,amit reddy,91000,india,,
325,priya moore,37500,usa,,
326,robert miller,53500,india,,
327,linda gupta,51500,india,,
328,neha reddy,30000,india,,
329,priya iyer,66500,usa,,
330,jessica miller,63000,usa,,
331,sneha moore,24500,usa,,
332,karen patel,46000,usa,,
333,sarah gupta,15500,india,,
334,susan sharma,10500,india,,
335,asha singh,27500,usa,,
336,rohit smith,25000,india,,
337,jessica davis,32000,india,,
338,james taylor,100000,india,,
339,daniel taylor,95500,usa,,
340,amit brown,15000,usa,,
341,rani miller,19500,usa,,
342,karen brown,91500,usa,,
343,rohit patel,61500,india,,
344,john nair,89000,usa,,
345,linda verma,65500,india,,
346,meera davis,85000,usa,,
347,sarah verma,60500,usa,,
348,mary kumar,52500,india,,
349,amit moore,91000,india,,
350,sarah moore,34500,usa,,
351,david reddy,40000,india,,
352,kavita iyer,35000,india,,
353,kavita verma,32500,usa,,
354,emily miller,97000,usa,,
355,john reddy,66000,india,,
356,william miller,90500,usa,,
357,divya sharma,55000,india,,
358,asha miller,67500,india,,
359,neha johnson,46500,india,,
360,priya moore,59000,usa,,
361,laura sharma,67500,india,,
362,john wilson,74000,india,,
363,neha miller,23000,usa,,
364,priya moore,92500,india,,
365,rinku kumar,66000,usa,,
366,sarah moore,88000,india,,
367,linda johnson,46000,usa,,
368,robert smith,96500,india,,
369,mary verma,52000,india,,
370,laura brown,46000,usa,,
371,kavita smith,20000,india,,
372,david gupta,93500,usa,,
373,suresh verma,49500,usa,,
374,mary reddy,95500,india,,
375,karen moore,56000,india,,
376,linda gupta,33000,india,,
377,mary wilson,34500,india,,
378,suresh reddy,19500,usa,,
379,rahul moore,79000,india,,
380,mary reddy,86000,usa,,
381,kavita nair,33000,india,,
382,michael sharma,62500,usa,,
383,meera miller,88000,usa,,
384,michael kumar,78000,india,,
385,asha wilson,34500,usa,,
386,michael miller,46000,usa,,
387,daniel moore,63500,india,,
388,arjun reddy,42000,india,,
389,william johnson,80500,india,,
390,sarah patel,46000,india,,
391,vikram iyer,67500,india,,
392,karen verma,38000,usa,,
393,david,63000,india,,
394,susan moore,57500,india,,
395,james verma,57500,india,,
396,rani smith,22500,usa,,
397,kavita reddy,14500,usa,,
398,william reddy,100000,usa,,
399,michael,20000,india,,
400,sanjay singh,29000,usa,,
401,anita gupta,40000,usa,,
402,anita sharma,40500,usa,,
403,emily verma,24000,usa,,
404,kevin,90500,india,,
405,kavita gupta,64500,india,,
406,david kumar,83000,usa,,
407,pooja verma,77000,usa,,
408,amit moore,79500,india,,
409,james wilson,15500,usa,,
410,linda iyer,12000,usa,,
411,amit johnson,40500,india,,
412,mary reddy,15500,usa,,
413,kevin smith,92000,india,,
414,emily wilson,90500,india,,
415,suresh verma,68500,india,,
416,rohit singh,15500,india,,
417,rinku smith,49500,usa,,
418,kevin wilson,42000,india,,
419,arjun gupta,55500,india,,
420,mary iyer,25500,usa,,
421,karen brown,66000,usa,,
422,mary nair,73500,usa,,
423,linda moore,44000,india,,
424,karen verma,65000,india,,
425,kevin gupta,51000,india,,
426,priya smith,94500,usa,,
427,asha miller,87000,usa,,
428,vikram miller,54500,usa,,
429,rinku johnson,88500,usa,,
430,divya sharma,19500,usa,,
431,linda moore,96500,india,,
432,rani reddy,87500,usa,,
433,rinku reddy,18500,india,,
434,linda johnson,59000,india,,
435,kavita miller,57000,usa,,
436,michael verma,83000,india,,
437,sarah johnson,60500,usa,,
438,divya kumar,24500,india,,
439,pooja wilson,76000,usa,,
440,laura patel,43500,usa,,
441,michael singh,88000,usa,,
442,jessica singh,25500,india,,
443,amit miller,32000,usa,,
444,priya smith,95000,usa,,
445,amit taylor,79000,usa,,
446,asha nair,99500,india,,
447,linda moore,38500,india,,
448,arjun reddy,40000,usa,,
449,rani johnson,80500,usa,,
450,emily taylor,26500,india,,
451,amit gupta,60500,usa,,
452,sarah davis,62000,india,,
453,suresh smith,92000,india,,
454,michael miller,97000,usa,,
455,suresh taylor,91500,india,,
456,suresh davis,74000,india,,
457,anita moore,29500,usa,,
458,vikram nair,51000,india,,
459,david moore,46000,india,,
460,sanjay singh,91000,usa,,
461,suresh gupta,88500,india,,
462,daniel nair,85500,india,,
463,vikram smith,82000,india,,
464,rani verma,15500,usa,,
465,sneha davis,89000,india,,
466,jessica taylor,47000,usa,,
467,william kumar,97500,usa,,
468,asha miller,19000,india,,
469,vikram miller,63000,usa,,
470,emily singh,53500,india,,
471,john smith,54000,usa,,
472,suresh johnson,75500,india,,
473,john kumar,69500,india,,
474,divya miller,41500,india,,
475,rahul sharma,47000,usa,,
476,robert kumar,30000,usa,,
477,john singh,30000,usa,,
478,daniel miller,73500,usa,,
479,jessica,21500,usa,,
480,daniel miller,40500,india,,
481,david sharma,16000,usa,,
482,jessica wilson,46500,india,,
483,rahul davis,27000,usa,,
484,linda brown,56500,india,,
485,susan sharma,82500,india,,
486,linda taylor,46500,india,,
487,james moore,67500,usa,,
488,anita reddy,22000,usa,,
489,linda smith,81000,usa,,
490,kavita singh,87000,usa,,
491,daniel sharma,15500,india,,
492,suresh smith,70500,usa,,
493,kavita moore,27500,usa,,
494,john nair,60000,usa,,
495,mary moore,75000,usa,,
496,asha wilson,12000,usa,,
497,mary patel,63000,usa,,
498,rani wilson,43500,india,,
499,neha wilson,31500,usa,,
500,kavita kumar,14000,india,,
501,arjun,66000,usa,,
502,robert reddy,62500,india,,
503,robert moore,88000,usa,,
504,neha reddy,76000,india,,
505,laura smith,94500,usa,,
506,sarah brown,50000,india,,
507,emily taylor,53500,usa,,
508,sanjay wilson,34500,india,,
509,divya taylor,48000,india,,
510,asha gupta,100000,india,,
511,jessica smith,71000,usa,,
512,laura iyer,46500,india,,
513,kevin brown,60500,usa,,
514,kavita gupta,15000,usa,,
515,priya johnson,66500,usa,,
516,william singh,35500,usa,,
517,laura iyer,27500,india,,
518,meera kumar,16000,india,,
519,deepak sharma,22500,usa,,
520,mary wilson,22500,india,,
521,manish taylor,30000,usa,,
522,william wilson,93000,india,,
523,rohit smith,46500,india,,
524,priya kumar,78000,india,,
525,pooja davis,32500,india,,
526,susan wilson,33500,usa,,
527,rinku,48000,india,,
528,mary gupta,68000,usa,,
529,suresh moore,69500,usa,,
530,arjun patel,52000,india,,
531,emily iyer,33500,india,,
532,mary gupta,82500,india,,
533,pooja brown,64500,usa,,
534,priya brown,95500,india,,
535,pooja reddy,71000,usa,,
536,meera,43000,usa,,
537,meera miller,44000,usa,,
538,asha,43000,usa,,
539,meera sharma,95000,india,,
540,emily gupta,30000,usa,,
541,daniel gupta,98000,india,,
542,rohit johnson,88500,india,,
543,deepak reddy,71000,india,,
544,emily johnson,63000,usa,,
545,kevin singh,41500,india,,
546,sarah miller,77500,usa,,
547,amit patel,17500,india,,
548,kevin reddy,31000,usa,,
549,sarah miller,24500,india,,
550,jessica verma,75000,usa,,
551,neha miller,26500,usa,,
552,emily sharma,81500,usa,,
553,asha,60500,usa,,
554,manish singh,84000,india,,
555,rinku davis,54000,india,,
556,kevin sharma,18500,usa,,
557,rinku gupta,62000,india,,
558,suresh davis,57500,usa,,
559,michael brown,58000,india,,
560,kevin reddy,93500,usa,,
561,anita nair,78500,usa,,
562,sarah reddy,38500,india,,
563,rani gupta,69000,usa,,
564,kevin brown,39000,india,,
565,emily johnson,29500,usa,,
566,arjun patel,14000,usa,,
567,rani kumar,36000,india,,
568,rahul sharma,67000,india,,
569,meera sharma,61000,usa,,
570,deepak taylor,37500,india,,
571,suresh moore,47000,india,,
572,john smith,40000,usa,,
573,kavita moore,38000,usa,,
574,asha iyer,17500,india,,
575,karen taylor,73000,india,,
576,david brown,77000,usa,,
577,robert davis,29000,usa,,
578,james nair,78500,usa,,
579,meera kumar,48000,india,,
580,emily sharma,81500,usa,,
581,robert taylor,77500,india,,
582,james kumar,42500,india,,
583,mary verma,67500,usa,,
584,priya taylor,34000,india,,
585,divya brown,96000,india,,
586,amit singh,85000,india,,
587,william singh,52500,usa,,
588,manish singh,34000,india,,
589,william kumar,99000,india,,
590,susan kumar,80500,usa,,
591,rohit brown,69500,usa,,
592,asha iyer,56000,usa,,
593,emily patel,70000,usa,,
594,sneha johnson,50000,usa,,
595,rinku kumar,28500,india,,
596,sanjay taylor,84500,usa,,
597,rohit reddy,35000,usa,,
598,deepak brown,82500,india,,
599,jessica taylor,93500,usa,,
600,sanjay wilson,92000,usa,,
601,emily nair,55000,india,,
602,suresh taylor,72500,india,,
603,kevin sharma,77000,india,,
604,amit sharma,10500,usa,,
605,suresh kumar,18500,india,,
606,manish singh,74500,usa,,
607,linda sharma,89000,usa,,
608,jessica,10500,usa,,
609,manish,77500,usa,,
610,kevin gupta,12000,usa,,
611,pooja patel,22000,india,,
612,meera singh,89000,usa,,
613,david iyer,60500,india,,
614,linda brown,68500,india,,
615,deepak gupta,97500,india,,
616,rinku verma,61500,usa,,
617,james taylor,70500,india,,
618,manish nair,20500,usa,,
619,karen smith,82000,india,,
620,sarah sharma,39000,india,,
621,william iyer,15500,india,,
622,divya taylor,82000,india,,
623,pooja smith,12000,india,,
624,kavita brown,19500,usa,,
625,vikram kumar,82500,usa,,
626,kevin smith,59000,india,,
627,priya moore,54000,india,,
628,rahul davis,39500,india,,
629,mary brown,51500,india,,
630,divya miller,72500,india,,
631,david taylor,58000,usa,,
632,pooja brown,20500,usa,,
633,meera verma,20500,usa,,
634,kavita brown,91000,india,,
635,james smith,56000,india,,
636,priya,49000,usa,,
637,linda iyer,23000,india,,
638,priya nair,65000,usa,,
639,laura taylor,75500,usa,,
640,rahul,21000,usa,,
641,laura verma,86000,usa,,
642,james,47000,usa,,
643,james verma,81500,india,,
644,sarah nair,97500,usa,,
645,vikram reddy,44000,usa,,
646,divya wilson,28500,india,,
647,vikram davis,45000,usa,,
648,asha wilson,19500,usa,,
649,sanjay kumar,90000,usa,,
650,arjun miller,23500,india,,
651,asha,60500,usa,,
652,james smith,66000,usa,,
653,karen reddy,48000,usa,,
654,arjun wilson,50000,india,,
655,susan smith,47000,usa,,
656,meera smith,58000,usa,,
657,susan johnson,24500,india,,
658,kevin nair,97000,india,,
659,emily singh,66000,usa,,
660,amit davis,96000,usa,,
661,suresh gupta,40500,usa,,
662,kavita davis,58000,india,,
663,michael wilson,84500,usa,,
664,kevin moore,98500,usa,,
665,kevin sharma,56000,india,,
666,rahul kumar,94000,usa,,
667,vikram sharma,82000,usa,,
668,mary davis,23500,india,,
669,rahul iyer,38000,india,,
670,michael johnson,60000,usa,,
671,daniel reddy,54000,india,,
672,william patel,47500,usa,,
673,priya patel,28000,usa,,
674,asha smith,68000,india,,
675,sarah wilson,54500,usa,,
676,rahul miller,99000,usa,,
677,john verma,48000,india,,
678,anita,53500,india,,
679,vikram kumar,76000,india,,
680,laura nair,52000,usa,,
681,emily kumar,61500,india,,
682,pooja davis,60500,india,,
683,arjun miller,85500,usa,,
684,james,100000,india,,
685,sneha iyer,100000,india,,
686,rahul taylor,33500,usa,,
687,john singh,68500,india,,
688,sanjay wilson,77500,usa,,
689,james brown,85000,india,,
690,david johnson,68500,india,,
691,asha verma,96000,india,,
692,john patel,40500,usa,,
693,anita nair,57500,india,,
694,daniel brown,63500,india,,
695,james davis,33500,usa,,
696,kevin nair,81000,india,,
697,jessica gupta,27500,india,,
698,john miller,89000,india,,
699,david,72000,india,,
700,arjun brown,81500,usa,,
701,robert wilson,63000,usa,,
702,jessica nair,20500,india,,
703,deepak gupta,14000,usa,,
704,deepak taylor,46500,india,,
705,emily wilson,80000,india,,
706,anita iyer,79500,usa,,
707,kevin sharma,66000,india,,
708,karen patel,93500,india,,
709,asha sharma,67500,usa,,
710,david verma,66000,india,,
711,meera singh,85000,usa,,
712,karen nair,88500,india,,
713,sneha singh,17500,usa,,
714,kevin iyer,86000,india,,
715,john gupta,47000,usa,,
716,daniel patel,27000,usa,,
717,neha iyer,93500,india,,
718,suresh kumar,28500,usa,,
719,meera brown,72500,india,,
720,divya davis,58000,usa,,
721,amit verma,61500,usa,,
722,linda miller,72000,usa,,
723,manish verma,68500,usa,,
724,amit taylor,60500,india,,
725,karen singh,73000,usa,,
726,john gupta,53000,india,,
727,jessica smith,97000,india,,
728,rinku patel,90000,usa,,
729,rani patel,30000,usa,,
730,emily,64500,india,,
731,suresh gupta,30000,usa,,
732,priya johnson,42000,india,,
733,linda nair,16500,usa,,
734,asha kumar,64500,india,,
735,rahul,37000,usa,,
736,amit reddy,85500,india,,
737,sarah miller,11000,india,,
738,mary patel,64000,india,,
739,william verma,39000,usa,,
740,priya patel,23000,usa,,
741,linda gupta,27500,usa,,
742,suresh reddy,18500,india,,
743,vikram miller,54500,india,,
744,kavita davis,88500,usa,,
745,sneha verma,22500,india,,
746,anita brown,54500,usa,,
747,john reddy,41500,usa,,
748,priya kumar,80500,usa,,
749,rani gupta,36000,india,,
750,susan gupta,92500,india,,
751,meera wilson,59000,india,,
752,meera wilson,91500,india,,
753,sarah,56000,usa,,
754,suresh brown,82500,usa,,
755,linda taylor,97000,india,,
756,william verma,12000,india,,
757,manish iyer,37500,india,,
758,neha brown,74500,usa,,
759,daniel davis,64000,usa,,
760,priya taylor,78500,india,,
761,divya verma,49500,india,,
762,daniel singh,29500,usa,,
763,susan verma,49500,usa,,
764,meera sharma,41000,india,,
765,karen patel,68000,india,,
766,asha nair,25000,india,,
767,suresh,30500,usa,,
768,david moore,76000,usa,,
769,vikram johnson,26000,usa,,
770,anita,52500,usa,,
771,divya moore,18000,usa,,
772,amit wilson,68000,usa,,
773,neha wilson,82500,india,,
774,linda nair,42500,india,,
775,anita kumar,75000,india,,
776,rinku,41000,india,,
777,william johnson,59000,india,,
778,pooja sharma,80500,usa,,
779,deepak smith,41500,usa,,
780,john iyer,19500,usa,,
781,anita moore,96000,india,,
782,pooja kumar,76000,india,,
783,susan verma,69500,usa,,
784,asha smith,21000,usa,,
785,manish johnson,35500,usa,,
786,asha kumar,69000,usa,,
787,jessica singh,79500,india,,
788,kavita,62000,india,,
789,deepak taylor,54000,india,,
790,mary,94000,usa,,
791,asha patel,36000,india,,
792,robert wilson,17500,india,,
793,divya verma,15500,india,,
794,sarah davis,99500,usa,,
795,emily verma,84000,india,,
796,daniel reddy,91500,usa,,
797,amit sharma,65500,india,,
798,meera gupta,43000,usa,,
799,susan smith,50500,usa,,
800,divya kumar,19500,india,,
801,suresh patel,29500,india,,
802,vikram miller,69500,usa,,
803,robert patel,78500,usa,,
804,sneha miller,49000,usa,,
805,sanjay patel,21500,india,,
806,asha sharma,37500,usa,,
807,kavita verma,41500,usa,,
808,susan moore,16000,usa,,
809,sanjay nair,13500,usa,,
810,michael taylor,80000,india,,
811,rahul miller,23000,india,,
812,anita,17500,india,,
813,suresh singh,61000,usa,,
814,priya iyer,19500,india,,
815,amit singh,92500,usa,,
816,suresh verma,52000,india,,
817,rinku miller,16000,india,,
818,karen brown,73500,india,,
819,james davis,32000,usa,,
820,sneha nair,45000,usa,,
821,michael reddy,14000,india,,
822,rohit wilson,62500,usa,,
823,neha verma,45500,usa,,
824,suresh davis,35500,india,,
825,kevin,58500,usa,,
826,william taylor,72000,usa,,
827,daniel smith,59500,usa,,
828,pooja,50500,india,,
829,rani iyer,17000,usa,,
830,sarah johnson,84500,india,,
831,vikram patel,41500,india,,
832,divya taylor,17000,india,,
833,james johnson,32000,india,,
834,meera smith,99000,usa,,
835,rani johnson,82500,india,,
836,arjun wilson,79000,usa,,
837,pooja wilson,14500,india,,
838,neha kumar,87000,india,,
839,rani moore,71000,india,,
840,mary singh,26500,usa,,
841,pooja smith,17500,india,,
842,kavita reddy,24000,usa,,
843,amit johnson,100000,usa,,
844,rahul smith,48500,usa,,
845,suresh nair,65500,usa,,
846,john nair,81500,usa,,
847,deepak nair,58000,usa,,
848,rohit reddy,32500,india,,
849,susan sharma,33000,usa,,
850,deepak patel,73500,india,,
851,mary verma,40000,usa,,
852,john nair,91000,india,,
853,mary miller,11000,usa,,
854,sneha kumar,98500,india,,
855,david iyer,23500,india,,
856,neha brown,66000,usa,,
857,vikram davis,73000,usa,,
858,david taylor,58000,india,,
859,william kumar,30500,usa,,
860,amit sharma,47500,india,,
861,john iyer,23000,india,,
862,mary nair,58000,india,,
863,amit taylor,21500,usa,,
864,william,65000,india,,
865,karen nair,16500,india,,
866,mary singh,34000,usa,,
867,laura taylor,43500,usa,,
868,asha kumar,22000,india,,
869,susan taylor,72500,india,,
870,neha johnson,10000,usa,,
871,priya gupta,94500,usa,,
872,arjun patel,13000,india,,
873,vikram gupta,20000,usa,,
874,anita gupta,60500,usa,,
875,jessica iyer,21500,usa,,
876,pooja johnson,58500,usa,,
877,pooja miller,15500,usa,,
878,michael miller,43500,india,,
879,divya sharma,29000,india,,
880,priya johnson,79000,usa,,
881,deepak taylor,17500,usa,,
882,sarah davis,78500,usa,,
883,meera wilson,48000,india,,
884,susan sharma,74000,india,,
885,anita miller,32000,india,,
886,sneha singh,26000,india,,
887,karen verma,97000,usa,,
888,arjun reddy,86000,usa,,
889,john verma,21000,usa,,
890,laura brown,80500,usa,,
891,divya moore,68500,india,,
892,sarah davis,24000,usa,,
893,kavita reddy,82500,india,,
894,rahul patel,46500,usa,,
895,robert iyer,59000,usa,,
896,william sharma,32000,usa,,
897,susan reddy,89000,usa,,
898,rinku brown,52000,india,,
899,neha wilson,44000,usa,,
900,rani smith,48500,usa,,
901,divya wilson,99000,india,,
902,deepak reddy,48000,usa,,
903,john iyer,63000,india,,
904,arjun miller,37000,usa,,
905,jessica moore,57500,india,,
906,daniel nair,18000,usa,,
907,daniel brown,27000,india,,
908,pooja singh,35500,india,,
909,meera sharma,68000,india,,
910,linda singh,45000,usa,,
911,emily moore,60500,india,,
912,rani kumar,57500,usa,,
913,michael nair,70500,usa,,
914,david nair,43000,india,,
915,rohit,59000,india,,
916,vikram singh,38000,india,,
917,sneha iyer,93000,usa,,
918,daniel,97000,india,,
919,william reddy,92500,india,,
920,manish kumar,42000,usa,,
921,divya davis,58000,usa,,
